subject	session	run	file	event_rows	trials	valid_choices	misses	zero_investments	choice_computer	choice_friend	choice_stranger	outcome_computer_defect	outcome_computer_recip	outcome_friend_defect	outcome_friend_recip	outcome_stranger_defect	outcome_stranger_recip	missing_expected
10843	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10843/ses-01/func/sub-10843_ses-01_task-trust_run-2_events.tsv	78	42	42	0	6	14	14	14	6	6	6	5	6	7	
10850	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10850/ses-01/func/sub-10850_ses-01_task-trust_run-1_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
10850	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10850/ses-01/func/sub-10850_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	7	7	7	7	6	
10854	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10854/ses-01/func/sub-10854_ses-01_task-trust_run-1_events.tsv	82	42	42	0	2	14	14	14	7	7	7	7	6	6	
10854	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10854/ses-01/func/sub-10854_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	7	7	7	6	7	
10857	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10857/ses-01/func/sub-10857_ses-01_task-trust_run-1_events.tsv	79	42	42	0	5	14	14	14	6	5	7	7	6	6	
10857	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10857/ses-01/func/sub-10857_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	6	6	7	7	6	6	
10858	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10858/ses-01/func/sub-10858_ses-01_task-trust_run-1_events.tsv	77	42	41	1	6	14	13	14	4	4	7	6	7	7	
10858	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10858/ses-01/func/sub-10858_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	6	4	7	7	7	7	
10860	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10860/ses-01/func/sub-10860_ses-01_task-trust_run-1_events.tsv	81	42	41	1	2	14	14	13	7	7	7	7	5	6	
10860	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10860/ses-01/func/sub-10860_ses-01_task-trust_run-2_events.tsv	78	42	41	1	5	14	14	13	7	6	7	7	4	5	
10862	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10862/ses-01/func/sub-10862_ses-01_task-trust_run-1_events.tsv	78	42	41	1	5	14	14	13	6	6	7	7	5	5	
10862	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10862/ses-01/func/sub-10862_ses-01_task-trust_run-2_events.tsv	77	42	41	1	6	14	13	14	5	5	6	6	6	7	
10863	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10863/ses-01/func/sub-10863_ses-01_task-trust_run-1_events.tsv	81	42	41	1	2	14	13	14	7	5	6	7	7	7	
10863	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10863/ses-01/func/sub-10863_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
10866	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10866/ses-01/func/sub-10866_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	5	7	7	6	7	
10866	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10866/ses-01/func/sub-10866_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
10875	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10875/ses-01/func/sub-10875_ses-01_task-trust_run-1_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
10875	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10875/ses-01/func/sub-10875_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
10881	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10881/ses-01/func/sub-10881_ses-01_task-trust_run-1_events.tsv	73	42	38	4	7	11	13	14	4	5	5	6	5	6	
10886	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10886/ses-01/func/sub-10886_ses-01_task-trust_run-1_events.tsv	75	42	40	2	7	14	13	13	6	5	5	6	6	5	
10887	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10887/ses-01/func/sub-10887_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	6	7	6	7	6	
10887	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10887/ses-01/func/sub-10887_ses-01_task-trust_run-2_events.tsv	78	42	42	0	6	14	14	14	6	6	5	7	6	6	
10896	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10896/ses-01/func/sub-10896_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	13	14	14	5	5	7	7	7	7	
10896	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10896/ses-01/func/sub-10896_ses-01_task-trust_run-2_events.tsv	78	42	40	2	4	14	13	13	7	6	6	7	5	5	
10897	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10897/ses-01/func/sub-10897_ses-01_task-trust_run-1_events.tsv	78	42	41	1	5	14	13	14	4	5	7	6	7	7	
10898	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10898/ses-01/func/sub-10898_ses-01_task-trust_run-1_events.tsv	77	42	40	2	5	12	14	14	6	2	7	7	7	6	
10898	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10898/ses-01/func/sub-10898_ses-01_task-trust_run-2_events.tsv	77	42	39	3	4	14	12	13	6	6	5	6	6	6	
10908	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10908/ses-01/func/sub-10908_ses-01_task-trust_run-1_events.tsv	82	42	41	1	1	14	13	14	6	7	7	6	7	7	
10908	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10908/ses-01/func/sub-10908_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
10918	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10918/ses-01/func/sub-10918_ses-01_task-trust_run-1_events.tsv	74	42	42	0	10	14	14	14	5	4	7	6	5	5	
10918	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10918/ses-01/func/sub-10918_ses-01_task-trust_run-2_events.tsv	74	42	42	0	10	14	14	14	4	4	7	7	5	5	
10919	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10919/ses-01/func/sub-10919_ses-01_task-trust_run-1_events.tsv	83	42	42	0	1	14	14	14	7	6	7	7	7	7	
10919	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10919/ses-01/func/sub-10919_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	7	7	7	6	7	
10924	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10924/ses-01/func/sub-10924_ses-01_task-trust_run-1_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
10924	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10924/ses-01/func/sub-10924_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
10926	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10926/ses-01/func/sub-10926_ses-01_task-trust_run-1_events.tsv	73	42	42	0	11	14	14	14	4	4	6	7	4	6	
10928	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10928/ses-01/func/sub-10928_ses-01_task-trust_run-1_events.tsv	72	42	41	1	11	13	14	14	4	4	7	7	4	4	
10930	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10930/ses-01/func/sub-10930_ses-01_task-trust_run-1_events.tsv	78	42	41	1	5	13	14	14	6	4	7	7	5	7	
10930	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10930/ses-01/func/sub-10930_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	6	6	7	7	7	7	
10938	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10938/ses-01/func/sub-10938_ses-01_task-trust_run-1_events.tsv	77	42	41	1	6	14	14	13	4	5	7	7	6	6	
10938	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10938/ses-01/func/sub-10938_ses-01_task-trust_run-2_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
10940	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10940/ses-01/func/sub-10940_ses-01_task-trust_run-1_events.tsv	79	42	42	0	5	14	14	14	6	7	7	6	5	6	
10940	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10940/ses-01/func/sub-10940_ses-01_task-trust_run-2_events.tsv	81	42	42	0	3	14	14	14	6	7	7	6	7	6	
10950	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10950/ses-01/func/sub-10950_ses-01_task-trust_run-1_events.tsv	82	42	42	0	2	14	14	14	6	7	7	6	7	7	
10950	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10950/ses-01/func/sub-10950_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	6	7	6	7	7	7	
10952	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10952/ses-01/func/sub-10952_ses-01_task-trust_run-1_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
10953	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10953/ses-01/func/sub-10953_ses-01_task-trust_run-1_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
10953	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10953/ses-01/func/sub-10953_ses-01_task-trust_run-2_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
10954	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10954/ses-01/func/sub-10954_ses-01_task-trust_run-1_events.tsv	64	42	29	13	7	8	10	11	3	2	4	4	4	5	
10954	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10954/ses-01/func/sub-10954_ses-01_task-trust_run-2_events.tsv	67	42	30	12	5	11	7	12	2	6	3	3	6	5	
10956	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10956/ses-01/func/sub-10956_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	4	4	7	7	6	7	
10956	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10956/ses-01/func/sub-10956_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	5	6	7	7	7	6	
10958	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10958/ses-01/func/sub-10958_ses-01_task-trust_run-1_events.tsv	74	42	40	2	8	13	14	13	6	5	6	6	4	5	
10958	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10958/ses-01/func/sub-10958_ses-01_task-trust_run-2_events.tsv	74	42	42	0	10	14	14	14	5	5	5	7	4	6	
10961	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10961/ses-01/func/sub-10961_ses-01_task-trust_run-1_events.tsv	71	42	41	1	12	14	14	13	4	4	7	7	3	4	
10961	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10961/ses-01/func/sub-10961_ses-01_task-trust_run-2_events.tsv	71	42	40	2	11	14	13	13	4	4	6	7	4	4	
10964	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10964/ses-01/func/sub-10964_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	14	14	13	5	7	6	7	6	7	
10964	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10964/ses-01/func/sub-10964_ses-01_task-trust_run-2_events.tsv	74	42	41	1	9	14	13	14	6	5	5	4	6	6	
10966	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10966/ses-01/func/sub-10966_ses-01_task-trust_run-1_events.tsv	71	42	41	1	12	14	14	13	4	4	6	7	3	5	
10966	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10966/ses-01/func/sub-10966_ses-01_task-trust_run-2_events.tsv	74	42	42	0	10	14	14	14	4	4	7	7	5	5	
10969	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10969/ses-01/func/sub-10969_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	6	6	7	7	6	
10969	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10969/ses-01/func/sub-10969_ses-01_task-trust_run-2_events.tsv	75	42	42	0	9	14	14	14	6	6	6	6	5	4	
10974	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10974/ses-01/func/sub-10974_ses-01_task-trust_run-1_events.tsv	79	42	38	4	1	12	13	13	5	6	7	6	6	7	
10977	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10977/ses-01/func/sub-10977_ses-01_task-trust_run-1_events.tsv	76	42	42	0	8	14	14	14	5	6	7	7	4	5	
10979	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10979/ses-01/func/sub-10979_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	6	6	7	5	7	7	
10979	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10979/ses-01/func/sub-10979_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	6	6	7	5	7	7	
10983	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10983/ses-01/func/sub-10983_ses-01_task-trust_run-1_events.tsv	78	42	40	2	4	14	14	12	5	6	7	7	5	6	
10983	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10983/ses-01/func/sub-10983_ses-01_task-trust_run-2_events.tsv	77	42	40	2	5	14	13	13	5	5	6	7	6	6	
10984	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10984/ses-01/func/sub-10984_ses-01_task-trust_run-1_events.tsv	75	42	41	1	8	14	14	13	5	5	7	7	4	5	
10984	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10984/ses-01/func/sub-10984_ses-01_task-trust_run-2_events.tsv	80	42	40	2	2	14	13	13	6	6	7	6	6	7	
10998	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10998/ses-01/func/sub-10998_ses-01_task-trust_run-1_events.tsv	75	42	41	1	8	14	14	13	6	5	6	6	4	6	
10998	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10998/ses-01/func/sub-10998_ses-01_task-trust_run-2_events.tsv	81	42	42	0	3	14	14	14	5	7	7	7	6	7	
11005	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11005/ses-01/func/sub-11005_ses-01_task-trust_run-1_events.tsv	75	42	39	3	6	14	13	12	5	6	7	5	5	5	
11005	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11005/ses-01/func/sub-11005_ses-01_task-trust_run-2_events.tsv	76	42	42	0	8	14	14	14	6	7	6	5	5	5	
11007	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11007/ses-01/func/sub-11007_ses-01_task-trust_run-1_events.tsv	79	42	42	0	5	14	14	14	5	5	7	7	6	7	
11007	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11007/ses-01/func/sub-11007_ses-01_task-trust_run-2_events.tsv	79	42	42	0	5	14	14	14	7	7	7	7	5	4	
11012	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11012/ses-01/func/sub-11012_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	13	14	14	5	5	7	7	7	7	
11012	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11012/ses-01/func/sub-11012_ses-01_task-trust_run-2_events.tsv	79	42	42	0	5	14	14	14	5	4	7	7	7	7	
11016	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11016/ses-01/func/sub-11016_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	5	4	7	6	7	6	
11016	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11016/ses-01/func/sub-11016_ses-01_task-trust_run-2_events.tsv	76	42	42	0	8	14	14	14	4	4	7	7	6	6	
11021	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11021/ses-01/func/sub-11021_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	4	5	7	7	6	6	
11021	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11021/ses-01/func/sub-11021_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	5	6	7	7	7	6	
11030	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11030/ses-01/func/sub-11030_ses-01_task-trust_run-1_events.tsv	79	42	41	1	4	13	14	14	6	6	7	7	5	6	
11030	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11030/ses-01/func/sub-11030_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	7	6	7	7	7	6	
11031	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11031/ses-01/func/sub-11031_ses-01_task-trust_run-1_events.tsv	78	42	41	1	5	14	13	14	7	6	6	7	6	4	
11031	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11031/ses-01/func/sub-11031_ses-01_task-trust_run-2_events.tsv	79	42	42	0	5	14	14	14	6	6	7	7	5	6	
11036	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11036/ses-01/func/sub-11036_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	6	6	7	6	5	5	
11036	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11036/ses-01/func/sub-11036_ses-01_task-trust_run-2_events.tsv	77	42	42	0	7	14	14	14	6	5	7	7	5	5	
11039	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11039/ses-01/func/sub-11039_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	7	4	7	7	5	5	
11039	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11039/ses-01/func/sub-11039_ses-01_task-trust_run-2_events.tsv	77	42	42	0	7	14	14	14	7	6	6	7	5	4	
11042	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11042/ses-01/func/sub-11042_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	5	6	6	5	7	6	
11042	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11042/ses-01/func/sub-11042_ses-01_task-trust_run-2_events.tsv	78	42	42	0	6	14	14	14	6	6	6	5	7	6	
11053	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11053/ses-01/func/sub-11053_ses-01_task-trust_run-1_events.tsv	83	42	41	1	0	14	14	13	7	7	7	7	6	7	
11053	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11053/ses-01/func/sub-11053_ses-01_task-trust_run-2_events.tsv	78	42	41	1	5	14	14	13	4	5	7	7	6	7	
11058	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11058/ses-01/func/sub-11058_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	13	14	14	5	7	7	7	5	7	
11058	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11058/ses-01/func/sub-11058_ses-01_task-trust_run-2_events.tsv	79	42	42	0	5	14	14	14	6	7	7	6	5	6	
11060	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11060/ses-01/func/sub-11060_ses-01_task-trust_run-1_events.tsv	76	42	41	1	7	14	14	13	4	4	6	7	7	6	
11060	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11060/ses-01/func/sub-11060_ses-01_task-trust_run-2_events.tsv	80	42	42	0	4	14	14	14	7	5	6	7	6	7	
11063	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11063/ses-01/func/sub-11063_ses-01_task-trust_run-1_events.tsv	75	42	40	2	7	13	14	13	5	5	6	7	6	4	
11063	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11063/ses-01/func/sub-11063_ses-01_task-trust_run-2_events.tsv	75	42	40	2	7	14	14	12	5	6	6	7	3	6	
11064	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11064/ses-01/func/sub-11064_ses-01_task-trust_run-1_events.tsv	72	42	40	2	10	14	12	14	5	5	5	5	4	6	
11064	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11064/ses-01/func/sub-11064_ses-01_task-trust_run-2_events.tsv	74	42	39	3	7	13	13	13	5	5	6	6	6	4	
11065	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11065/ses-01/func/sub-11065_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	13	14	14	4	7	7	7	6	7	
11065	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11065/ses-01/func/sub-11065_ses-01_task-trust_run-2_events.tsv	81	42	42	0	3	14	14	14	7	7	6	7	6	6	
11066	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11066/ses-01/func/sub-11066_ses-01_task-trust_run-1_events.tsv	81	42	40	2	1	13	14	13	6	6	7	7	6	7	
11066	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11066/ses-01/func/sub-11066_ses-01_task-trust_run-2_events.tsv	80	42	38	4	0	12	13	13	6	6	7	6	7	6	
11068	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11068/ses-01/func/sub-11068_ses-01_task-trust_run-1_events.tsv	68	42	39	3	13	13	14	12	4	4	4	4	5	5	
11068	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11068/ses-01/func/sub-11068_ses-01_task-trust_run-2_events.tsv	75	42	41	1	8	13	14	14	6	5	6	5	6	5	
11071	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11071/ses-01/func/sub-11071_ses-01_task-trust_run-1_events.tsv	78	42	41	1	5	14	14	13	7	7	6	5	5	6	
11071	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11071/ses-01/func/sub-11071_ses-01_task-trust_run-2_events.tsv	83	42	42	0	1	14	14	14	7	7	7	7	7	6	
11072	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11072/ses-01/func/sub-11072_ses-01_task-trust_run-1_events.tsv	77	42	42	0	7	14	14	14	4	4	7	7	6	7	
11072	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11072/ses-01/func/sub-11072_ses-01_task-trust_run-2_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
11074	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11074/ses-01/func/sub-11074_ses-01_task-trust_run-1_events.tsv	81	42	42	0	3	14	14	14	6	5	7	7	7	7	
11074	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11074/ses-01/func/sub-11074_ses-01_task-trust_run-2_events.tsv	75	42	42	0	9	14	14	14	5	6	7	5	4	6	
11075	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11075/ses-01/func/sub-11075_ses-01_task-trust_run-1_events.tsv	72	42	42	0	12	14	14	14	4	6	6	5	4	5	
11075	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11075/ses-01/func/sub-11075_ses-01_task-trust_run-2_events.tsv	75	42	42	0	9	14	14	14	5	5	6	5	6	6	
11076	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11076/ses-01/func/sub-11076_ses-01_task-trust_run-1_events.tsv	80	42	41	1	3	14	14	13	5	7	7	7	5	7	
11078	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11078/ses-01/func/sub-11078_ses-01_task-trust_run-1_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
11078	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11078/ses-01/func/sub-11078_ses-01_task-trust_run-2_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
11083	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11083/ses-01/func/sub-11083_ses-01_task-trust_run-1_events.tsv	73	42	37	5	6	14	12	11	6	5	6	6	6	2	
11083	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11083/ses-01/func/sub-11083_ses-01_task-trust_run-2_events.tsv	72	42	39	3	9	12	13	14	6	4	6	5	5	4	
11084	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11084/ses-01/func/sub-11084_ses-01_task-trust_run-1_events.tsv	78	42	40	2	4	12	14	14	4	4	7	7	7	7	
11084	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11084/ses-01/func/sub-11084_ses-01_task-trust_run-2_events.tsv	82	42	42	0	2	14	14	14	6	6	7	7	7	7	
11085	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11085/ses-01/func/sub-11085_ses-01_task-trust_run-1_events.tsv	77	42	41	1	6	14	13	14	6	5	4	7	6	7	
11085	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11085/ses-01/func/sub-11085_ses-01_task-trust_run-2_events.tsv	77	42	42	0	7	14	14	14	5	5	7	7	5	6	
11090	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11090/ses-01/func/sub-11090_ses-01_task-trust_run-1_events.tsv	80	42	42	0	4	14	14	14	5	5	7	7	7	7	
11090	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11090/ses-01/func/sub-11090_ses-01_task-trust_run-2_events.tsv	79	42	40	2	3	13	14	13	5	5	7	7	7	6	
11113	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11113/ses-01/func/sub-11113_ses-01_task-trust_run-1_events.tsv	71	42	41	1	12	14	14	13	4	4	7	7	3	4	
11113	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11113/ses-01/func/sub-11113_ses-01_task-trust_run-2_events.tsv	71	42	41	1	12	13	14	14	5	4	6	6	4	4	
11116	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11116/ses-01/func/sub-11116_ses-01_task-trust_run-1_events.tsv	71	42	41	1	12	14	14	13	4	4	7	7	4	3	
11116	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11116/ses-01/func/sub-11116_ses-01_task-trust_run-2_events.tsv	72	42	42	0	12	14	14	14	4	4	7	7	4	4	
11120	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11120/ses-01/func/sub-11120_ses-01_task-trust_run-1_events.tsv	84	42	42	0	0	14	14	14	7	7	7	7	7	7	
11120	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11120/ses-01/func/sub-11120_ses-01_task-trust_run-2_events.tsv	83	42	41	1	0	14	13	14	7	7	7	6	7	7	
11125	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11125/ses-01/func/sub-11125_ses-01_task-trust_run-1_events.tsv	73	42	38	4	7	12	12	14	5	6	5	4	5	6	
11125	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-11125/ses-01/func/sub-11125_ses-01_task-trust_run-2_events.tsv	65	42	28	14	5	11	10	7	4	5	3	5	1	5	
