sub	mean	max
sub-10806_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	36.553293	159.054291
sub-10806_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	16.419408	126.146301
sub-10806_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.365036	101.485374
sub-10806_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.425406	83.797935
sub-10806_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.494906	79.445084
sub-10806_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.378085	154.156189
sub-10807_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.77879	87.998978
sub-10807_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.381666	78.821388
sub-10807_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.309876	69.038597
sub-10807_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.770338	71.18528
sub-10807_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.645706	121.949272
sub-10807_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	13.083141	93.856529
sub-10807_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.587811	72.644569
sub-10807_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.484065	65.559273
sub-10807_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.906764	65.273338
sub-10807_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	26.30014	122.35289
sub-10809_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	19.827014	142.741913
sub-10809_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.484235	103.381615
sub-10809_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	12.292683	97.670288
sub-10809_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.784747	89.724327
sub-10809_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	42.328918	179.797104
sub-10809_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	18.547258	137.298691
sub-10809_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	14.277863	115.081329
sub-10809_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.162713	100.789574
sub-10809_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.853785	95.222542
sub-10809_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.649535	168.873093
sub-10810_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.986049	110.39119
sub-10810_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.326856	83.99118
sub-10810_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.76658	81.619492
sub-10810_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.937588	82.379639
sub-10810_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	34.296575	132.227097
sub-10810_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	15.39972	107.544144
sub-10810_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.78601	85.292015
sub-10810_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	9.153831	84.605232
sub-10810_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.256314	83.507996
sub-10810_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	33.513693	133.940063
sub-10812_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.181575	98.649918
sub-10812_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.007589	81.664185
sub-10812_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.087154	70.762794
sub-10812_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.825627	72.247154
sub-10812_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.345993	132.001984
sub-10812_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.985998	113.805244
sub-10812_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.486637	111.394722
sub-10812_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.30347	96.279221
sub-10812_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.764908	86.777611
sub-10812_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	32.861829	158.817825
sub-10817_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.177187	107.325874
sub-10817_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.795689	82.880867
sub-10817_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.694742	61.994404
sub-10817_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.277069	51.175152
sub-10817_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	28.402062	132.473709
sub-10817_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	14.603718	147.329559
sub-10817_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.352018	99.20224
sub-10817_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.799288	77.9422
sub-10817_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.091924	64.485619
sub-10817_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	36.219781	169.751816
sub-10827_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	17.763797	114.940361
sub-10827_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.892611	94.938042
sub-10827_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.284157	78.590897
sub-10827_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.042304	60.996735
sub-10827_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.623666	166.383667
sub-10827_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	17.525644	113.319565
sub-10827_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.708145	91.567268
sub-10827_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.110245	71.315514
sub-10827_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.924299	62.644577
sub-10827_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.199694	156.193848
sub-10831_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.417488	128.579391
sub-10831_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.580882	98.374245
sub-10831_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.031442	81.553879
sub-10831_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.122507	76.605171
sub-10831_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	36.481929	176.340057
sub-10831_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	15.277428	138.842697
sub-10831_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.43423	102.818031
sub-10831_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.899579	83.333252
sub-10831_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.990237	80.504692
sub-10831_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	37.100254	181.753036
sub-10834_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	18.434099	119.878799
sub-10834_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.711229	107.469292
sub-10834_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.526011	107.275948
sub-10834_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.161283	112.509018
sub-10834_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	34.243514	155.594254
sub-10834_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	20.35125	158.556534
sub-10834_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	14.791936	123.722862
sub-10834_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.270661	125.319252
sub-10834_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.771161	121.575012
sub-10834_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	41.507708	194.100586
sub-10838_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.517508	100.294609
sub-10838_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.945445	76.106674
sub-10838_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.79056	59.794014
sub-10838_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.339563	48.867279
sub-10838_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.427558	122.852142
sub-10838_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	9.873906	65.790031
sub-10838_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	7.524414	51.897427
sub-10838_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	5.916572	40.320297
sub-10838_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.760177	31.878428
sub-10838_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	17.319151	81.506401
sub-10843_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	17.768298	159.674469
sub-10843_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.299127	113.653625
sub-10843_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.564335	107.932823
sub-10843_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.404523	103.790436
sub-10843_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	44.421166	199.824753
sub-10843_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	16.74417	162.627792
sub-10843_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	12.081271	111.297394
sub-10843_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	9.253182	107.957283
sub-10843_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.220631	89.152328
sub-10843_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	42.444817	184.162094
sub-10850_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	20.959581	165.75943
sub-10850_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.407296	120.3638
sub-10850_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.876279	112.189049
sub-10850_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.273032	100.949677
sub-10850_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	45.196129	210.354919
sub-10850_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	23.083353	165.311905
sub-10850_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	17.244684	131.722153
sub-10850_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	13.518511	120.197281
sub-10850_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	10.60283	110.726456
sub-10850_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	49.975248	223.401947
sub-10854_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.262977	116.812721
sub-10854_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.4173	95.469032
sub-10854_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.239086	91.112564
sub-10854_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.388654	84.736
sub-10854_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.859207	156.139023
sub-10854_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	15.046312	111.276291
sub-10854_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	12.243895	90.109413
sub-10854_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.14801	93.430946
sub-10854_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.206108	88.469391
sub-10854_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	38.347815	150.494156
sub-10857_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.292905	110.760704
sub-10857_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.193486	86.221527
sub-10857_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.569793	68.716469
sub-10857_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.699678	69.280144
sub-10857_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	31.078601	144.09903
sub-10857_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	13.160008	95.245155
sub-10857_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	9.54406	78.980545
sub-10857_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	7.230088	56.985233
sub-10857_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.68293	49.905106
sub-10857_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.059041	122.537354
sub-10858_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.632113	122.014496
sub-10858_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.434871	110.884148
sub-10858_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.852017	89.609215
sub-10858_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.107935	90.502182
sub-10858_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	29.016496	156.820862
sub-10858_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	17.440328	131.918549
sub-10858_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.096734	110.548058
sub-10858_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.192375	112.50901
sub-10858_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.005109	95.704796
sub-10858_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	36.136324	176.523483
sub-10860_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	17.656826	128.628738
sub-10860_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	12.666645	101.796242
sub-10860_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.74726	83.94754
sub-10860_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.534592	79.243111
sub-10860_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.960283	165.159698
sub-10860_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	16.369463	116.494148
sub-10860_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	11.351578	86.820488
sub-10860_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.557193	81.544281
sub-10860_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.596943	79.631149
sub-10860_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	33.665931	147.999802
sub-10862_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.468398	137.373169
sub-10862_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.965013	104.237648
sub-10862_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.327126	95.805313
sub-10862_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.502595	89.714409
sub-10862_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.204162	170.19339
sub-10862_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	15.345492	129.210648
sub-10862_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	10.910776	101.85643
sub-10862_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	8.233441	103.431503
sub-10862_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	6.373869	96.239227
sub-10862_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	34.583119	170.203033
sub-10863_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	18.413797	148.466248
sub-10863_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.585533	110.886192
sub-10863_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.477016	111.446915
sub-10863_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.107227	92.263985
sub-10863_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	40.259318	198.744934
sub-10863_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	20.284639	154.157394
sub-10863_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	15.296231	117.922737
sub-10863_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.940351	102.712616
sub-10863_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	9.287501	95.044624
sub-10863_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	43.079377	196.405533
sub-10866_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	16.03967	144.523727
sub-10866_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.786103	115.025917
sub-10866_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.134634	107.137596
sub-10866_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.294266	103.618073
sub-10866_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.75911	223.343536
sub-10866_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	16.958978	145.870056
sub-10866_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.145894	114.125404
sub-10866_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.477571	117.583504
sub-10866_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.402917	118.117912
sub-10866_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	37.908584	219.809357
sub-10875_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	18.823457	155.120255
sub-10875_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	13.849262	114.457275
sub-10875_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	10.79132	113.975418
sub-10875_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	8.457278	107.167076
sub-10875_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.967129	192.770844
sub-10875_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	19.95586	156.270584
sub-10875_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	15.146427	123.719551
sub-10875_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	12.048517	115.106323
sub-10875_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	9.509162	107.678307
sub-10875_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	44.650749	200.520889
sub-10881_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	10.368188	81.565239
sub-10881_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	7.471936	65.904076
sub-10881_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	5.692845	55.298389
sub-10881_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.55151	53.950871
sub-10881_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	22.017647	115.73465
sub-10887_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	14.43073	146.258209
sub-10887_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	10.061037	108.714737
sub-10887_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.474539	78.487068
sub-10887_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.760211	66.74382
sub-10887_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	32.310056	155.37915
sub-10887_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.164321	116.793777
sub-10887_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.473419	91.280396
sub-10887_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.369595	64.239037
sub-10887_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.985358	51.78492
sub-10887_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.186531	139.122406
sub-10896_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	18.417961	111.254616
sub-10896_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	14.693588	98.95208
sub-10896_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.721818	97.849434
sub-10896_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.280671	94.717392
sub-10896_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.166333	141.92804
sub-10896_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	18.634693	118.834061
sub-10896_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	14.848928	110.670692
sub-10896_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	11.853141	95.724731
sub-10896_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	9.427243	99.533508
sub-10896_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.359257	161.987366
sub-10898_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	12.443963	110.387695
sub-10898_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	9.430768	96.830414
sub-10898_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	7.386511	91.749115
sub-10898_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	5.867496	78.582962
sub-10898_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	32.646673	137.518265
sub-10898_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	12.02219	109.917259
sub-10898_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.951699	91.488884
sub-10898_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.945423	72.943031
sub-10898_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	5.490612	72.223854
sub-10898_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	30.23848	130.783966
sub-10908_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	11.142957	108.781479
sub-10908_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	8.02341	87.536377
sub-10908_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	6.132416	77.630188
sub-10908_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	4.859623	89.829811
sub-10908_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.702093	146.803055
sub-10908_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	11.313883	103.307518
sub-10908_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	8.147113	81.821678
sub-10908_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	6.226832	75.849136
sub-10908_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	4.935258	79.193581
sub-10908_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	25.80698	144.260651
sub-10918_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.998228	162.069199
sub-10918_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.673978	125.670708
sub-10918_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	8.766525	104.984177
sub-10918_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	6.778531	98.911049
sub-10918_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	35.753407	208.352066
sub-10918_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	22.057027	195.034958
sub-10918_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	17.229042	128.754135
sub-10918_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	13.564942	111.991226
sub-10918_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	10.667869	111.495514
sub-10918_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	49.478151	211.606964
sub-10930_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	15.527116	151.274673
sub-10930_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	11.931848	108.873314
sub-10930_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	9.227452	88.226906
sub-10930_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	7.155739	70.10009
sub-10930_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.488337	178.075287
sub-10930_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	16.95896	153.920731
sub-10930_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.529241	102.027702
sub-10930_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.748894	91.081383
sub-10930_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	8.418596	75.943527
sub-10930_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	40.392708	183.83992
sub-10940_task-trust_run-1_echo-1_desc-preproc_bold.nii.gz	19.682218	128.114655
sub-10940_task-trust_run-1_echo-2_desc-preproc_bold.nii.gz	15.136203	101.358856
sub-10940_task-trust_run-1_echo-3_desc-preproc_bold.nii.gz	11.78118	94.930206
sub-10940_task-trust_run-1_echo-4_desc-preproc_bold.nii.gz	9.32252	96.734634
sub-10940_task-trust_run-1_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.847473	161.800598
sub-10940_task-trust_run-2_echo-1_desc-preproc_bold.nii.gz	18.319985	143.549774
sub-10940_task-trust_run-2_echo-2_desc-preproc_bold.nii.gz	13.405786	102.200508
sub-10940_task-trust_run-2_echo-3_desc-preproc_bold.nii.gz	10.208022	94.909561
sub-10940_task-trust_run-2_echo-4_desc-preproc_bold.nii.gz	7.954712	86.402908
sub-10940_task-trust_run-2_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	39.164498	157.792145
