"sub","age","gc","cg","tsnr","fd","input"
11311,-20.9670535714286,0,1,8.65163606151786,-0.0709443081964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11311/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11325,-15.0970535714286,0,1,5.55110143151785,-0.0708450401964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11325/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11326,-17.4470535714286,1,0,1.25522300151786,-0.0148012611964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11326/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11329,-19.0470535714286,0,1,6.98241994151786,-0.0845642971964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11329/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11337,-12.6670535714286,0,1,-4.44685775848214,0.0711372598035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11337/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11338,-21.1570535714286,0,1,6.03623664151786,-0.0979413291964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11338/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11348,-7.31705357142857,0,1,0.0735017315178581,-0.0618051651964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11348/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11358,5.49294642857144,0,1,7.94435830151786,-0.0285362221964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11358/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11364,11.8829464285714,1,0,-1.30610266848214,-0.0296219061964286,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11364/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11376,27.9329464285714,1,0,-8.35650086848214,-0.00253035219642858,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11376/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11387,10.9429464285714,0,1,5.37312217151786,0.0498213318035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11387/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
11410,2.47294642857143,1,0,-3.24370315848214,0.0206307698035714,"/gpfs/scratch/tug87422/smithlab-shared/rf1-sra-trust/derivatives/fsl/sub-11410/L2_task-trust_model-1_type-REPLACEME_sm-5.gfeat/copeCOPENUM.feat/stats/cope1.nii.gz"
